NAME_GARMIN,CATEGORY_GARMIN,Name,Detailed,Body parts,Image 1,Image 2,URL,Chest,Triceps,Delts,Abs,Pecs,Shoulders,Hips,Quads,Glutes,Back,Calves,Total Body,Legs,Obliques,Core,Upper Back,Lower Back,Hamstrings,Biceps,Spinal Erectors,Traps,Arms,Lats,Difficulty,Equipment,Nothing,Bench,Barbell,Dumbbells,Kettlebells,Sliding Discs,Box,Dip Device,Squat Rack,Jump Rope,Mat,Ab Wheel,Weight Plates,Swiss Ball,Cable Machine,Cable Attachment,Pull-up Bar,Focus,Description,Image1url,Image2url
JOG,RUN,Jog,1,Legs,,,https://connect.garmin.com/modern/exercises/RUN/JOG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Beginner,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cardio,,/msn-workout/Strength/S_238-A3.jpg,/msn-workout/Strength/S_238-B3.jpg
RUN,RUN,Run,1,Legs,,,https://connect.garmin.com/modern/exercises/RUN/RUN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Beginner,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cardio,Running improves your cardiovascular health.,/msn-workout/Strength/S_241-A3.jpg,/msn-workout/Strength/S_241-B3.jpg
ALTERNATING_DUMBBELL_SHOULDER_PRESS,SHOULDER_PRESS,Alternating Dumbbell Shoulder Press,1,"Delts, Triceps, Abs",,,https://connect.garmin.com/modern/exercises/SHOULDER_PRESS/ALTERNATING_DUMBBELL_SHOULDER_PRESS,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The alternating dumbbell shoulder press increases muscular strength through the entire shoulder region. Performing the exercise in an alternating manner will create balance and stability on both sides of the body while actively engaging the core.,/msn-workout/Strength/S_170-A3.jpg,/msn-workout/Strength/S_170-B3.jpg
BARBELL_FRONT_SQUAT_TO_PUSH_PRESS,SHOULDER_PRESS,Barbell Front Squat To Push Press,1,"Quads, Glutes, Shoulders, Arms, Abs, Total Body",,,https://connect.garmin.com/modern/exercises/SHOULDER_PRESS/BARBELL_FRONT_SQUAT_TO_PUSH_PRESS,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Advanced,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Strength, Power",The barbell front squat to push press is a full body strength exercise that targets the shoulders and legs. This exercise also greatly increases core strength and stability.,/msn-workout/Strength/S_100-A4.jpg,/msn-workout/Strength/S_100-B4.jpg
DUMBBELL_PUSH_PRESS,SHOULDER_PRESS,Dumbbell Push Press,1,"Legs, Glutes, Delts, Abs",,,https://connect.garmin.com/modern/exercises/SHOULDER_PRESS/DUMBBELL_PUSH_PRESS,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Advanced,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Power, Strength","The dumbbell push press is a multi-joint exercise that increases strength and power throughout the entire body, with an emphasis on the shoulders and triceps. The use of dumbbells improves balance and stability on each side.",/msn-workout/Strength/S_185-A4.jpg,/msn-workout/Strength/S_185-B4.jpg
DUMBBELL_SHOULDER_PRESS,SHOULDER_PRESS,Dumbbell Shoulder Press,1,"Shoulders, Triceps, Upper Back",,,https://connect.garmin.com/modern/exercises/SHOULDER_PRESS/DUMBBELL_SHOULDER_PRESS,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Intermediate,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The dumbbell shoulder press is an effective exercise for building strength and stability throughout the shoulder complex, while also targeting the triceps and upper back.",/msn-workout/Strength/S_188-A4.jpg,/msn-workout/Strength/S_188-B4.jpg
SINGLE_ARM_DUMBBELL_SHOULDER_PRESS,SHOULDER_PRESS,Single Arm Dumbbell Shoulder Press,1,"Shoulders, Triceps, Abs",,,https://connect.garmin.com/modern/exercises/SHOULDER_PRESS/SINGLE_ARM_DUMBBELL_SHOULDER_PRESS,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The single-arm dumbbell shoulder press is a unilateral exercise that increases shoulder strength, stability, and symmetry. Performing the exercise with one arm at a time will actively engage the core throughout range of motion.",/msn-workout/Strength/S_198-A4.jpg,/msn-workout/Strength/S_198-B4.jpg
SINGLE_ARM_STEP_UP_AND_PRESS,SHOULDER_PRESS,Single Arm Step Up And Press,1,"Hamstrings, Delts, Glutes",,,https://connect.garmin.com/modern/exercises/SHOULDER_PRESS/SINGLE_ARM_STEP_UP_AND_PRESS,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Intermediate,"Box, Dumbbells",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Strength,The single-arm step-up and press builds strength in the lower-body and shoulder area. Isolating one arm at a time also improves balance and stability.,/msn-workout/Strength/S_267-A4.jpg,/msn-workout/Strength/S_267-B4.jpg
SMITH_MACHINE_OVERHEAD_PRESS,SHOULDER_PRESS,Smith Machine Overhead Press,1,"Shoulders, Triceps",,,https://connect.garmin.com/modern/exercises/SHOULDER_PRESS/SMITH_MACHINE_OVERHEAD_PRESS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,"Squat Rack, Bench",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Strength,The Smith machine overhead press helps increase strength and muscle growth throughout the entire shoulder region. The range of motion of the Smith machine assists beginners with learning the movement pattern.,/msn-workout/Strength/S_260-A3.jpg,/msn-workout/Strength/S_260-B3.jpg
BARBELL_UPRIGHT_ROW,SHRUG,Barbell Upright Row,1,"Back, Biceps, Shoulders, Abs",,,https://connect.garmin.com/modern/exercises/SHRUG/BARBELL_UPRIGHT_ROW,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Advanced,Barbell,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The barbell upright row is an advanced upper body exercise that targets most of the back and shoulder region.,/msn-workout/Strength/S_111-A3.jpg,/msn-workout/Strength/S_111-B3.jpg
GET_UP_SIT_UP,SIT_UP,Get Up Sit Up,1,"Abs, Shoulders, Hips, Hamstrings, Glutes",,,https://connect.garmin.com/modern/exercises/SIT_UP/GET_UP_SIT_UP,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Intermediate,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The get up sit-up builds strength and stability throughout the core and upper body. The exercise also improves strength in supporting areas such as the hip flexors, hamstrings, and glutes.",/msn-workout/Strength/S_191-A1.jpg,/msn-workout/Strength/S_191-B1.jpg
SIT_UP,SIT_UP,Sit Up,1,"Abs, Back",,,https://connect.garmin.com/modern/exercises/SIT_UP/SIT_UP,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The sit-up is a basic bodyweight exercise that strengthens the entire core region, more specifically the lower abdominals. The exercise also improves lower back strength.",/msn-workout/Strength/S_037-A1.jpg,/msn-workout/Strength/S_037-B1.jpg
V_UP,SIT_UP,V Up,1,"Abs, Hips",,,https://connect.garmin.com/modern/exercises/SIT_UP/V_UP,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Advanced,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The V-up is an advanced core exercise that targets the abs, while effectively working your internal and external obliques.",/msn-workout/Strength/S_040-B1.jpg,/msn-workout/Strength/S_040-C1.jpg
BACK_SQUAT_WITH_BODY_BAR,SQUAT,Back Squat With Body Bar,1,"Quads, Glutes, Spinal Erectors",,,https://connect.garmin.com/modern/exercises/SQUAT/BACK_SQUAT_WITH_BODY_BAR,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Intermediate,"Barbell, Squat Rack",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Strength,"The back squat is a basic barbell strength exercise for the lower body with an emphasis on the quads, hamstrings, and glutes. The exercise also strengthens the entire core.",/msn-workout/Strength/S_120-A3.jpg,/msn-workout/Strength/S_120-B3.jpg
BARBELL_BACK_SQUAT,SQUAT,Barbell Back Squat,1,"Quads, Glutes, Spinal Erectors",,,https://connect.garmin.com/modern/exercises/SQUAT/BARBELL_BACK_SQUAT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Intermediate,"Barbell, Squat Rack",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Strength,"The back squat is a basic barbell strength exercise for the lower body with an emphasis on the quads, hamstrings, and glutes. The exercise also strengthens the entire core. The squat allows for heavy weights and overloads your entire body, which has been shown to increase testosterone and growth hormone, making it one of the best mass building exercises.",/msn-workout/Strength/S_094-A3.jpg,/msn-workout/Strength/S_094-B3.jpg
BARBELL_FRONT_SQUAT,SQUAT,Barbell Front Squat,1,"Quads, Glutes",,,https://connect.garmin.com/modern/exercises/SQUAT/BARBELL_FRONT_SQUAT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,"Barbell, Squat Rack",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Strength,"The barbell front squat is a multi-joint exercise that strengthens the legs. The upright position of the torso during the exercise also builds strength in the core. By loading the weight on the front of your body instead of your back, you're able to activate more muscle in your quads using less weight. This form of the squat as helps if you have limited range of motion in your shoulders or a previous shoulder injury.",/msn-workout/Strength/S_099-A3.jpg,/msn-workout/Strength/S_099-B3.jpg
BARBELL_STEP_UP,SQUAT,Barbell Step Up,1,"Quads, Glutes",,,https://connect.garmin.com/modern/exercises/SQUAT/BARBELL_STEP_UP,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,"Barbell, Box",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Strength,The barbell step-up is a multi-joint exercise that focuses on improving single-leg strength. The barbell step-up also improves balance and core strength.,/msn-workout/Strength/S_105-A4.jpg,/msn-workout/Strength/S_105-B4.jpg
CROSSOVER_DUMBBELL_STEP_UP,SQUAT,Crossover Dumbbell Step Up,1,"Quads, Glutes, Hips",,,https://connect.garmin.com/modern/exercises/SQUAT/CROSSOVER_DUMBBELL_STEP_UP,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,"Box, Dumbbells",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Strength,"The crossover dumbbell step-up is a dynamic exercise that focuses on strengthening your glutes, quads, and hamstrings. The movement will also improve hip mobility and flexibility. The crossover element allows you to work your muscles from a different angle, which allows for more growth and can help with injury prevention.",/msn-workout/Strength/S_266-A3.jpg,/msn-workout/Strength/S_266-B3.jpg
DUMBBELL_FRONT_SQUAT,SQUAT,Dumbbell Front Squat,1,"Quads, Glutes",,,https://connect.garmin.com/modern/exercises/SQUAT/DUMBBELL_FRONT_SQUAT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The dumbbell front squat is a multi-joint, lower body strength exercise that targets the quads, hamstrings and glutes. The dumbbell front squat will also improve balance and stability throughout the core and on both sides of the body.",/msn-workout/Strength/S_182-A3.jpg,/msn-workout/Strength/S_182-B3.jpg
DUMBBELL_SPLIT_SQUAT,SQUAT,Dumbbell Split Squat,1,"Quads, Glutes, Abs",,,https://connect.garmin.com/modern/exercises/SQUAT/DUMBBELL_SPLIT_SQUAT,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The dumbbell split squat is a multi-joint strength exercise that targets the legs with an emphasis on the glutes and hamstrings. This move also improves hip mobility and core stability. Utilizing dumbbells will ensure muscular balance on both sides of the body.,/msn-workout/Strength/S_189-A3.jpg,/msn-workout/Strength/S_189-B3.jpg
DUMBBELL_SQUAT,SQUAT,Dumbbell Squat,1,"Quads, Glutes",,,https://connect.garmin.com/modern/exercises/SQUAT/DUMBBELL_SQUAT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The dumbbell squat is a compound exercise that strengthens the lower body including the quads, hips and hamstrings. The exercise also improves stability throughout the core.",/msn-workout/Strength/S_190-A3.jpg,/msn-workout/Strength/S_190-A5.jpg
DUMBBELL_STEP_UP,SQUAT,Dumbbell Step Up,1,"Quads, Glutes, Abs",,,https://connect.garmin.com/modern/exercises/SQUAT/DUMBBELL_STEP_UP,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,"Bench, Dumbbells",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The dumbbell step-up is a multi-joint, single-sided strength movement for the lower body, emphasizing the quads, hamstrings, and glutes. The exercise also improves core strength and stability.",/msn-workout/Strength/S_269-A3.jpg,/msn-workout/Strength/S_269-B3.jpg
GOBLET_SQUAT,SQUAT,Goblet Squat,1,"Quads, Glutes, Delts, Biceps",,,https://connect.garmin.com/modern/exercises/SQUAT/GOBLET_SQUAT,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Beginner,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The goblet squat is a lower-body exercise that increases strength throughout the legs. Due to the position of the weight, the exercise also strengthens the shoulders and core while improving posture and hip mobility.",/msn-workout/Strength/S_192-A3.jpg,/msn-workout/Strength/S_192-A5.jpg
PRISONER_SQUAT,SQUAT,Prisoner Squat,1,"Quads, Glutes",,,https://connect.garmin.com/modern/exercises/SQUAT/PRISONER_SQUAT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The prisoner squat is a lower-body exercise with an emphasis on the quads, hamstrings, and glutes. The exercise also improves upper body mobility. By pulling your elbows back, the exercise helps improve upper back mobility and assists with correct posture.",/msn-workout/Strength/S_023-A3.jpg,/msn-workout/Strength/S_023-B3.jpg
SQUAT,SQUAT,Squat,1,"Glutes, Quads",,,https://connect.garmin.com/modern/exercises/SQUAT/SQUAT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The squat is a lower-body strength exercise that targets the quads, hamstrings and glutes. The exercise also improves posture and increases flexibility and hip mobility.",/msn-workout/Strength/S_031-A3.jpg,/msn-workout/Strength/S_031-A5.jpg
SQUAT_AND_SIDE_KICK,SQUAT,Squat And Side Kick,1,"Obliques, Hamstrings, Hips",,,https://connect.garmin.com/modern/exercises/SQUAT/SQUAT_AND_SIDE_KICK,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Beginner,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The squat and side kick strengthens the lower body. The wide stance targets the inner thighs, while helping to increase flexibility and mobility throughout the hip region.",/msn-workout/Strength/S_032-A3.jpg,/msn-workout/Strength/S_032-B3.jpg
SQUAT_JUMPS_IN_N_OUT,SQUAT,Squat Jumps In N Out,1,"Quads, Glutes",,,https://connect.garmin.com/modern/exercises/SQUAT/SQUAT_JUMPS_IN_N_OUT,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Power, Strength","Squat jumps in 'n out increase lower body power and coordination. The movement targets the quads, hamstrings, glutes, and calves.",/msn-workout/Strength/S_034-A3.jpg,/msn-workout/Strength/S_034-B3.jpg
WIDE_STANCE_GOBLET_SQUAT,SQUAT,Wide Stance Goblet Squat,1,"Quads, Glutes, Traps, Delts, Biceps",,,https://connect.garmin.com/modern/exercises/SQUAT/WIDE_STANCE_GOBLET_SQUAT,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Beginner,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The wide-stance goblet squat increases strength throughout the lower body and legs. The wide stance targets the inner thighs while also improving hip mobility and core stability.,/msn-workout/Strength/S_204-A3.jpg,/msn-workout/Strength/S_204-B3.jpg
BURPEE,TOTAL_BODY,Burpee,1,"Glutes, Hamstrings, Core, Triceps, Chest, Calves",,,https://connect.garmin.com/modern/exercises/TOTAL_BODY/BURPEE,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Intermmediate,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The Burpee Is A Dynamic Full Body Strengthening And Conditioning Exercise That Targets Your Quadriceps, Glutes And Hamstrings.",/msn-workout/Strength/S_013-A3.jpg,/msn-workout/Strength/S_013-B3.jpg
SQUAT_THRUSTS,TOTAL_BODY,Squat Thrusts,1,"Quads, Glutes, Abs, Shoulders, Triceps, Chest, Total Body",,,https://connect.garmin.com/modern/exercises/TOTAL_BODY/SQUAT_THRUSTS,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Intermediate,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Strength, Cardio","The squat thrust builds strength and explosiveness in the lower body with an emphasis on the quads, glutes, and hamstrings. The squat thrust will also improve hip mobility and cardiovascular endurance. The exercise is commonly used in metabolic workouts to improve conditioning and fat loss. It requires less upper body strength than a burpee, which includes a push-up in the bottom position.",/msn-workout/Strength/S_042-A3.jpg,/msn-workout/Strength/S_042-B3.jpg
ALTERNATING_DUMBBELL_LYING_TRICEPS_EXTENSION,TRICEPS_EXTENSION,Alternating Dumbbell Lying Triceps Extension,1,Triceps,,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/ALTERNATING_DUMBBELL_LYING_TRICEPS_EXTENSION,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,"Dumbbells, Bench",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,The alternating dumbbell triceps extension is an isolating single-joint exercise used to increase size and strength throughout the triceps.,/msn-workout/Strength/S_167-A2.jpg,/msn-workout/Strength/S_167-B2.jpg
CABLE_LYING_TRICEPS_EXTENSION,TRICEPS_EXTENSION,Cable Lying Triceps Extension,1,Triceps,,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/CABLE_LYING_TRICEPS_EXTENSION,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,"Cable Machine, Cable Attachment, Bench",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Strength,The cable lying triceps extension is an isolation exercise that strengthens the triceps.,/msn-workout/Strength/S_143-A4.jpg,/msn-workout/Strength/S_143-B4.jpg
DUMBBELL_KICKBACK,TRICEPS_EXTENSION,Dumbbell Kickback,1,"Triceps, Delts",,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/DUMBBELL_KICKBACK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,Dumbbells,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,This is a single-joint isolating exercise that targets the back of the upper arm while developing stability throughout the hand and wrist region.,/msn-workout/Strength/S_184-A1.jpg,/msn-workout/Strength/S_184-B1.jpg
DUMBBELL_LYING_TRICEPS_EXTENSION,TRICEPS_EXTENSION,Dumbbell Lying Triceps Extension,1,Triceps,,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/DUMBBELL_LYING_TRICEPS_EXTENSION,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,"Dumbbells, Bench",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,Dumbbell lying triceps extensions increase strength in the triceps. Performing the exercise with dumbbells will achieve muscular balance on both sides of the body.,/msn-workout/Strength/S_163-A2.jpg,/msn-workout/Strength/S_163-B1.jpg
EZ_BAR_OVERHEAD_TRICEPS_EXTENSION,TRICEPS_EXTENSION,Ez Bar Overhead Triceps Extension,1,"Triceps, Shoulders",,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/EZ_BAR_OVERHEAD_TRICEPS_EXTENSION,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,Cable Attachment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Strength,"The EZ-Bar overhead triceps extensions increase strength in the triceps while building stability in the shoulders. The EZ-Bar provides favorable hand positioning for easing strain on the wrists and elbows. It also allow for a greater range of motion on the lower portion, which stretches the triceps and allows for more muscle growth.",/msn-workout/Strength/S_091-A3.jpg,/msn-workout/Strength/S_091-B3.jpg
INCLINE_DIP,TRICEPS_EXTENSION,Incline Dip,1,"Pecs, Triceps, Delts, Abs",,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/INCLINE_DIP,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,Dip Device,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Strength,"The incline dip is a variation of the body-weight dip that strengthens the chest, shoulders, and triceps with less strain placed on the shoulder joints.",/msn-workout/Strength/S_123-A4.jpg,/msn-workout/Strength/S_123-B4.jpg
REVERSE_GRIP_PRESSDOWN,TRICEPS_EXTENSION,Reverse Grip Pressdown,1,"Triceps, Shoulders, Abs",,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/REVERSE_GRIP_PRESSDOWN,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,"Cable Machine, Cable Attachment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Strength,The reverse-grip pressdown is a single-joint exercise that targets your triceps while strengthening your upper back and rear shoulder muscles.,/msn-workout/Strength/S_134-A2.jpg,/msn-workout/Strength/S_134-B1.jpg
ROPE_PRESSDOWN,TRICEPS_EXTENSION,Rope Pressdown,1,"Triceps, Shoulders, Abs",,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/ROPE_PRESSDOWN,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,"Cable Machine, Cable Attachment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Strength,The rope pressdown is a single-joint isolation exercise that builds strength and muscular endurance through the triceps muscle.,/msn-workout/Strength/S_135-B4.jpg,/msn-workout/Strength/S_135-C1.jpg
SEATED_SINGLE_ARM_OVERHEAD_DUMBBELL_EXTENSION,TRICEPS_EXTENSION,Seated Single Arm Overhead Dumbbell Extension,1,"Triceps, Shoulders",,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/SEATED_SINGLE_ARM_OVERHEAD_DUMBBELL_EXTENSION,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermediate,"Dumbbells, Bench",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The seated single-arm overhead dumbbell extension is an isolation exercise that strengthens the triceps. This exercise also improves shoulder stability and mobility. The seated, overhead position ensures maximum isolation on the target area.",/msn-workout/Strength/S_166-A3.jpg,/msn-workout/Strength/S_166-B3.jpg
SINGLE_LEG_DIP,TRICEPS_EXTENSION,Single Leg Dip,1,"Triceps, Delts, Chest, Total Body",,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/SINGLE_LEG_DIP,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Intermediate,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,"The single-leg dip is a more difficult variation to the standard dip. Using only one leg for support increases the resistance placed on the upper body during the movement. The movement specifically targets the chest, shoulders and triceps.",/msn-workout/Strength/S_035-A1.jpg,/msn-workout/Strength/S_035-B1.jpg
TRICEPS_EXTENSION_ON_FLOOR,TRICEPS_EXTENSION,Triceps Extension On Floor,1,Triceps,,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/TRICEPS_EXTENSION_ON_FLOOR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,"Cable Attachment, Weight Plates",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Strength,This exercise increases strength and muscle growth in the triceps. Positioning yourself on the floor allows for increased stability throughout the movement.,/msn-workout/Strength/S_095-A2.jpg,/msn-workout/Strength/S_095-B2.jpg
TRICEPS_PRESS,TRICEPS_EXTENSION,Triceps Press,1,Arms,,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/TRICEPS_PRESS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strength,This exercise is designed to strengthen the triceps and open the chest.,/msn-workout/Pilates/P_109-B1.jpg,/msn-workout/Pilates/P_109-C1.jpg
TRICEPS_PRESSDOWN,TRICEPS_EXTENSION,Triceps Pressdown,1,"Chest, Triceps, Shoulders",,,https://connect.garmin.com/modern/exercises/TRICEPS_EXTENSION/TRICEPS_PRESSDOWN,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beginner,"Cable Machine, Cable Attachment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Strength,Triceps pressdown is an isolation exercise that increases the strength and size of the triceps while also engaging the front of the shoulders.,/msn-workout/Strength/S_135-B4.jpg,/msn-workout/Strength/S_135-C1.jpg
OPPOSITE_ARM_AND_LEG_BALANCE,WARM_UP,Opposite Arm And Leg Balance,1,"Abs, Glutes, Hamstrings, Shoulders",,,https://connect.garmin.com/modern/exercises/WARM_UP/OPPOSITE_ARM_AND_LEG_BALANCE,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Intermediate,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mobility, Strength","The opposite arm and leg balance increases strength and stability in the glutes, hamstrings, core, and shoulder. This exercise also improves coordination.",/msn-workout/Strength/S_015-A1.jpg,/msn-workout/Strength/S_015-B1.jpg
ALTERNATING_DUMBBELL_CHEST_PRESS,BENCH_PRESS,Alternating Dumbbell Chest Press,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
ALTERNATING_DUMBBELL_CHEST_PRESS_ON_SWISS_BALL,BENCH_PRESS,Alternating Dumbbell Chest Press On Swiss Ball,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
